news ID,url,title,time,content
cna201707131237000,http://www.cna.com.tw/news/ahel/201707130152-1.aspx,口服玻尿酸開放新原料  上路,2017/07/13 12:37,（中央社記者張茗喧台北13日電）不少女性愛吃玻尿酸保養皮膚、顧膝蓋，食藥署今宣布開放「流行鏈球菌發酵物」也可作為口服玻尿酸原料，並訂定每日使用量為80毫克以下，今天起上路。衛福部食藥署今天公告訂定「食品原料『雞冠萃取物（含透明質酸鈉）』及『流行鏈球菌發酵物（含透明質酸鈉）』之使用限制」，限定只有這2種物質可作為食用玻尿酸原料，並規定製造方式、純度以及每日限量標準。食藥署科長高怡婷指出，許多人會以口服玻尿酸保養膝蓋或美容養顏，過去僅開放以「雞冠萃取物」作為原料，隨純化技術精進，萃取出的玻尿酸含量可達80%。高怡婷說，這次開放的新原料「流行鏈球菌發酵物」，過去常用於玻尿酸注射劑，經評估確認對人體安全無虞，因此開放使用在口服玻尿酸，玻尿酸含量須達87%以上，強調僅評估可安全用於人體，並未替產品任何療效背書。此外，食藥署也比照歐美國家訂定口服玻尿酸限量標準，高怡婷強調，不論是雞冠萃取還是流行鏈球菌發酵製成的玻尿酸，每日使用量為80毫克以下。高怡婷指出，新規定今天公告實施，違者將依「食安法」要求限期改正，未改正可處新台幣3萬至300萬元罰鍰。1060713
cna201707131237001,http://www.cna.com.tw/news/aipl/201707130151-1.aspx,新南向成果  總統：貿易成長超過10%,2017/07/13 12:37,（中央社記者葉素萍台北13日電）總統蔡英文今天說，新南向政策展現多項成果；過去1年，台灣與新南向國家進出口貿易額成長超過10%，幾個重要國營及公股事業加速布局；許多新南向國家主動洽詢合作機會。蔡總統今天接見「世界台灣商會聯合總會」第23屆回國訪問團，她肯定台商總會長期對台商的協助，也期盼未來繼續支持政府政策，作台灣最強的後盾。
cna201707131232000,http://www.cna.com.tw/news/firstnews/201707130150-1.aspx,劉曉波傳肝中毒嚴重 妻仍盼讓他出國,2017/07/13 12:32,（中央社台北13日電）因肝癌末期保外就醫的諾貝爾和平獎得主劉曉波昨天傳出多重器官衰竭。人權組織今天引述親屬表示，劉曉波肝中毒嚴重，今早處於半清醒狀況，聽到親人說話有反應。妻子劉霞仍堅持讓他出國。劉曉波友人、零八憲章首批簽署人野渡今天凌晨時曾經推文表示，劉曉波昨天深夜已陷入彌留，但他稍晚更新說，「劉曉波挺過來了」。晓波昨夜好像是挺过来了，谢天谢地— 野渡 (@ye_du) 2017年7月12日中國人權民運信息中心上午在官網表示，劉曉波腎中毒得到控制，但肝中毒仍嚴重。今早除了他的妻子劉霞、妻舅劉暉外，哥哥劉曉光，弟弟劉曉暄也在病房內外守候。中國人權民運信息中心引述親屬表示，劉曉波今早仍是半清醒狀況、沒有氣切，對親人的說話有反應。劉曉波腎中毒有改善，但肝中毒仍嚴重。這名親屬說，劉霞仍堅持讓劉曉波去外國，但劉霞現在就如同困在籠中的鳥一樣無自由。中國人權民運信息中心表示，今天上午10時透過手機連繫上劉曉光，這是劉曉光自7月8日到達瀋陽後首次接聽手機。但劉曉光僅簡短回答有和劉曉波說上話後，電話就中斷。中國人權民運信息中心指出，有6名親屬很想見劉曉波最後一面，但仍未獲北京當局批准，不能去瀋陽醫院。這6名親屬分別位在北京、瀋陽、長春。瀋陽中國醫科大學附屬第一醫院昨天下午在官網公布，劉曉波病情垂危，腎功能、肝功能、呼吸功能衰竭；劉曉波的家屬了解後拒絕氣管插管治療。醫院正在全力搶救劉曉波，他的家屬已知情並簽字。1060713※你可能還想看：蔡總統呼籲北京 儘速讓劉曉波恢復自由劉曉波深愛劉霞：你的愛是穿透鐵窗的陽光傳梅克爾向習近平提劉曉波 德提救治方案諷習包子不敢釋放劉曉波 陸民遭處拘留
cna201707131231000,http://www.cna.com.tw/news/aloc/201707130149-1.aspx,四健會露營大會  朱立倫勉種子投身青農,2017/07/13 12:31,(中央社記者林長順新北13日電）新北市長朱立倫今天出席新北市各農會四健會露營大會開幕典禮，與四健會成員們一同體驗野炊樂趣。朱立倫勉勵農業種子軍投身青農行列，成為農業未來希望。朱立倫表示，露營大會是四健會的年度盛事，成員發揮「身」、「心」、「手」、「腦」並用的精神，透過野炊將農產品變身佳餚，更藉此機會讓大小朋友接觸農業局、農會及農場等農業相關機構，希望將來能吸引更多年輕人投入農業，成為新一代農民。朱立倫與四健會成員共同野炊，將當季綠竹筍及有機蔬菜等新北農特產品入菜，端出竹筍炒肉絲及川燙白菜等美食，同時呼籲大家支持市府推動的有機農業政策，讓有機蔬菜不僅普及至學校的營養午餐，也能成為市民生活中的健康食材。新北市農會表示，四健會會員從國小、國中、高中至大學，露營大會共有200多位來自新北市各農會四健會的大小朋友參與，兩天一夜的活動，包括野炊體驗、四健作業組比賽、闖關活動及營火晚會等，透過大手牽小手的帶領，互相交流學習，完成挑戰。農業局表示，四健會原是美國農業部的非營利性青年組織，1952年由農復會引進國內，過去培育無數優秀的農業青年，對於提升農事技能及推動食農教育有相當貢獻，其成員是農業種子軍，未來農業傳承者，市府也正推動新農民輔導計畫，開辦培訓課程及專案輔導，協助有志青年回鄉傳承農業。1060713
cna201707131227000,http://www.cna.com.tw/news/aopl/201707130147-1.aspx,美中過招  學者：台對美具戰略目的,2017/07/13 12:27,（中央社記者黃兆平紐約12日專電）美中頻頻過招，讓人看得眼花撩亂、霧裡看花。美學者評論，美國總統川普給北京上了一堂交易藝術學，儘管欠缺外交手腕，但川普的舉動既不反覆無常、也非幼稚。「華爾街日報」刊載史丹福大學胡佛研究所（Hoover Institution）研究員歐斯林（Michael Auslin）分析文章指出，今年6月，白宮送給中國3記當頭棒喝，包括制裁與北韓有關的陸企及個人、美將中國列為販賣人口最嚴重國家之一、宣布對台14億美元軍售案。另外，美方還呼籲中國給予香港更多自由，甚至在具爭議的南海執行航行自由權（freedom of navigation），這所有一切都是衝著中國國家主席習近平大肆慶祝香港回歸20週年。歐斯林認為，以往類似舉措可能憾動兩國關係，但川普作為既不善變或任性、也非幼稚。許多事情的發展讓北京終於意識到川普的交易是玩真的，交易若無法完成會有後遺症。而美方每項舉措有其更大目的，不管是台灣（戰略）或北韓（戰術）。這位曾任職華府智庫、美國企業研究所（AEI）的學者表示，中國領導人一向習慣美方強烈措詞、但卻無任何行動，現在則必須思考川普政府到底要走多遠了。歐斯林分析，中共今秋將召開19大，習近平不能也不願意讓外界認為他不能抗衡美國的亞洲政策，會思考川普舉措，包括政經施壓美方盟友南韓，尤其美已在南韓部署飛彈防禦系統，也會試圖從美挑戰南海航行權爭回一些成績等。歐斯林指出，川普已將交易講的很清楚，他可能虛張聲勢，也可能是認真的。惟不管何種方法，美國總統精準的現實主義可能重塑全世界最重要的兩國關係。1060713
cna201707131225000,http://www.cna.com.tw/news/aipl/201707130146-1.aspx,左營基地15日開放 沱江艦首射干擾彈,2017/07/13 12:25,（中央社記者劉麗榮高雄13日電）海軍左營基地15日開放，今天進行全兵力預校，軍方派出反潛直升機空中操演、沱江艦也將首度在民眾面前演練發射干擾彈，阻擾敵人雷達偵測，場面逼真。海軍左營營區15日辦理國防知性之旅營區開放活動，今天進行全兵力預校，包括陸上戰技操演、海上操演、武器裝備陳展、人才招募博覽會暨園遊會等，將邀請政府機關、學校、地方仕紳及民眾共同參與，希望建立全民國防理念。陸戰隊員頂著烈日進行樂儀隊操演、莒拳隊操演，勇猛的海軍陸戰隊員全副武裝進行武術操演，其中不乏女性官兵。海上操演部分，由反潛直升機進行空中操演，執行水中偵察任務，飛彈快艇實施大對角迅速轉向，海軍自製的沱江艦也首度在國人面前於海上發射干擾彈，阻擾敵人雷達偵測，場面相當逼真。接著由兩棲偵搜大隊實施海上戰技綜合演練，曾援助菲律賓海燕颱風運補的中和級艦今天也登場，在海上機動放水施放6輛AAV7兩棲突擊登陸車，模擬登陸作戰，並發射俗稱「甜甜圈」的煙幕彈。營區開放現場將安排成功、濟陽、康定、錦江、永靖、中海級軍艦、磐石軍艦、國造通用登陸艇及光六飛彈快艇等各式艦艇、機動雷達(飛彈)車組、兩棲偵搜部隊舟艇、陸戰隊兩棲登陸突擊車、砲兵等部隊各型戰車。此外，陸軍UH-60黑鷹、AH-64E阿帕契攻擊直升機、空軍S-70 救護直升機及海軍S-70C反潛直升機今天也演練直升機離場，營區開放當天將陳展供民眾參觀合影。也將開放部分裝備供民眾操作體驗。海軍司令部進一步指出，希望透過營區開放近距離展示及體驗，使民眾深入認識海軍艦艇與國軍新一代兵力，除可拉近軍民關係外，更可彰顯國軍長期戮力戰訓本務成果，凝聚向心，建立全民國防理念，進而支持海軍。1060713
cna201707131225001,http://www.cna.com.tw/news/aopl/201707130145-1.aspx,巴布亞紐幾內亞6.7強震 無海嘯威脅,2017/07/13 12:25,（中央社新加坡13日綜合外電報導）美國地質調查所（USGS）表示，南太平洋島國巴布亞紐幾內亞拉布爾鎮（Rabaul）外海今天發生規模6.7地震。目前並無海嘯威脅。路透社報導，地震發生在新不列顛島以東約128公里處，深度33公里。目前沒有立即傳出災損或傷亡。位於夏威夷的太平洋海嘯警報中心（Pacific Tsunami Warning Center）表示，這起地震並沒有在太平洋地區造成海嘯威脅。（譯者：中央社周莉芳）1060713
cna201707131217000,http://www.cna.com.tw/news/acn/201707130144-1.aspx,中共軍媒撰文  陸軍首次降至百萬人以下,2017/07/13 12:17,（中央社台北13日電）中共軍方媒體近日發文解釋，為何要打破「大陸軍」思維。文章說，一個國家採取何種軍事力量結構，與這個國家的戰略目標和安全需求密不可分，調整改革後，陸軍現役員額首次降到百萬以下。中國人民解放軍解放軍報社微信帳號「鈞正平工作室」11日發表「怎麼看通過體系結構整體再造促進戰鬥力躍升？」當中提到，軍改過程中，中共陸軍員額將首次降至百萬以下。美國之音中文網今天報導，中國目前擁有230萬現役軍人，其中陸軍155萬人，占絕大多數。海空軍和二炮（後改名火箭軍）加在一起只占3成左右。陸軍人數降到百萬以下，這是解放軍歷史上最大規模的裁軍。鈞正平工作室在文章中表示，這次調整改革後，陸軍現役員額將首次降到百萬以下；海軍、火箭軍、戰略支援部隊現役員額有所增加，空軍現役員額保持不變，這些軍兵種總員額與陸軍大體一半對一半。文章解釋，中國有漫長的陸地邊界線，過去一直防備敵人打進來，時刻為大規模地面戰爭做準備；當前，安全形勢發生深刻變化，包括應對海上方向安全威脅，這都要求對軍隊力量結構布局作出調整優化。美國之音報導，中國目前已經成為一個主要的海上強國。目前中國與鄰國在海上的爭端也多於陸上爭端。在14個鄰國中，中國只與印度和不丹有領土糾紛。中國大陸中央軍事委員會主席習近平2015年宣布，中國將裁減軍隊員額30萬人。2017年4月，中國軍隊調整組建84個軍級單位，陸軍原有的18個集團軍壓縮為13個。中共1949年建政至今共進行11次大裁軍，裁減軍隊員額累計約為800萬。1060713
cna201707131215000,http://www.cna.com.tw/news/aspt/201707130143-1.aspx,日本11歲野田妹熱愛賽車 目標進軍F1,2017/07/13 12:15,（中央社記者黃名璽東京13日專電）今年11歲，留著稚氣短髮的日本小六女生野田樹潤，血液中流著繼承自前F1（Formula 1）賽車手父親的熱血，駕著F4賽車在賽道上奔馳，要挑戰賽車界最高殿堂的F1賽車。日本產經新聞報導，野田樹潤（Juju）目前住在擁有國際賽車場的岡山縣美作市，是小學6年級的學生。受到父親熱愛賽車的影響，她3歲起開始賽車。Juju的父親是前F1車手野田英樹，1982年開始進入賽車界，1987年開始駕駛方程式賽車，並在1994年參加國際F3000賽事，以第3名站上頒獎台，成為日本第一人。野田英樹之後不斷參加各國際賽事，2010年利曼24小時賽事後引退，2013年創立野田賽車學校並擔任校長，是日本具代表性的賽車手。Juju受訪時笑著說，夢想是成為日本史上第一位F1女車手，然後奪下世界冠軍。去年，她在F4賽事正式出道，小學生駕駛F4賽車是世界首次。今年4月時，Juju在岡山國際賽車場跑出F4等級的單圈最快紀錄。F4賽車速度超過時速200公里，也帶來相當強的重力加速度（G力），以從時速240公里煞車降檔，會帶來4G，也就是相當4倍體重的重力。從Juju駕駛賽車的影片來看，每次從直線減速進入彎道時，她的頭頸會前傾，用身體移動來抵銷重力影響。由於曾經在賽道上發生事故住院，身旁也有不少人說高速賽事可能帶來危險，但她卻說，「如果害怕就無法成為F1車手」。為了縮短每次的單圈時間不斷上場練習，Juju說，「對賽道上難處理的地方持續努力克服」，每天大約都在賽道上跑4小時，因此只能在賽車場寫學校的功課。Juju日前接受其他媒體訪問，談到賽車的聲音很吵，不會影響寫功課嗎？她說，不會在意賽車發出的聲音。也有媒體問她不會想跟同年紀的朋友一起玩嗎？Juju說，雖然有時候會想跟朋友一起玩，但想成為賽車手的想法對自己來說更具吸引力。野田英樹說，Juju有可能成為意想不到的賽車手，「跟我相比，她比我更加有才能」。目前Juju是NODA日本車隊職業賽車手，要前進F1的道路既艱險又漫長。不過，Juju跟父親講好了，「即使輸了也不會放棄」，用小小的身軀努力實現最大的夢想。1060713
cna201707131214000,http://www.cna.com.tw/news/asoc/201707130142-1.aspx,疑乙炔鋼瓶彈飛傷人  男子雙腿骨折,2017/07/13 12:14,(中央社記者朱則瑋台北13日電)台北市消防局今早11時39分獲報，在開封街延平南路口，有名男子雙腿骨折，意識不清，被緊急送往台大醫院治療，警消初步研判，疑似是一旁的建物乙炔鋼瓶彈飛傷人，詳情仍待查。北市消防局表示，報案人稱東西掉落砸傷人，到現場後，發現一名年約25歲的下水道施工工人，雙腿骨折受傷，後續初步了解，疑似是建物1樓乙炔鋼瓶彈飛砸傷人，至於詳細原因，仍待進一步釐清。1060713
cna201707131212000,http://www.cna.com.tw/news/asoc/201707130141-1.aspx,3逃逸外勞拒攔檢 警辣椒水伺候,2017/07/13 12:12,（中央社記者王朝鈺基隆市13日電）3名越南籍逃逸外勞昨天晚間拒絕下車接受警方盤查，還企圖脫逃與員警發生拉扯，警方見狀以辣椒水伺候，將3人壓制上銬，訊後將3人移送法辦。3名員警昨天晚間9時30分巡邏經過基隆市精一路、龍安街口時，警方原本正在路邊盤查一輛機車，由66歲陳男駕駛的白色廂型車正好經過，警方懷疑陳男酒駕，立刻上前攔查。陳男配合警方出示證件，但後座3名越南籍男子35歲白男、27歲陶男和37歲阮男先是拒絕警方盤查，堅持不肯下車，突然間趁隙打開車門欲脫逃。由於3名越南籍男子身材結實，與警方發生激烈拉扯，員警為保護槍械，持辣椒水噴向3人，並通知線上警網支援，將3人壓制在地，過程中員警也不慎沾到辣椒水，經清洗後已無大礙。警方調查，3名越南籍男子均為逃逸外勞，逃逸時間從90多天至2年半不等，訊後將3人依違反入出國及移民法送辦，陳男則以在場人身分接受警方詢問後自行離去。1060713
cna201707131210000,http://www.cna.com.tw/news/ahel/201707130140-1.aspx,百年戲偶再現 李天祿三大偶頭大公開,2017/07/13 12:10,（中央社記者林長順新北13日電）布袋戲大師李天祿生前收藏上千傳統戲偶，包括花園頭、塗門頭及阿森頭三大傳統偶頭典藏精品。新莊布袋戲文物館14日起舉行「百年偶頭風華」戲偶展，喜愛布袋戲的民眾不要錯過。民國50、60年代，金光戲興起，不少傳統的戲班為了生活，選擇拋下傳統戲偶，只有布袋戲大師李天祿不為所動的說：「就是因為大家都去演金光戲，我才有需要把傳統的小仙尪仔保存下來，不然以後要去哪裡看小仙尪仔？」因此收藏了上千個戲偶。亦宛然掌中劇團應新北市文化局邀請，將在新莊布袋戲文物館帶來「百年偶頭風華」戲偶展，完整呈現花園頭、塗門頭及阿森頭三大傳統偶頭典藏精品。展期自7月14日起至11月12日，歡迎喜愛掌中藝術的朋友踴躍前往參加。新北市文化局表示，「李天祿布袋戲文物館」創辦人、國寶級藝師李天祿一生投入布袋戲藝術70餘年，其文物伴隨李天祿藝師逾一甲子的演藝生涯，每尊戲偶都有其豐富的故事性及生命力。其中三大偶頭，來自福建泉州超過百年歷史的「花園頭」，為素有「木偶雕刻之父」江加走的作品；「塗門頭」以黃良司、黃良才二兄弟為代表，其作品較為質樸寫實，與花園頭的細緻呈現出不同的風格；「阿森頭」為台灣早期最負盛名雕刻師徐析森的作品，藉由展覽讓大家認識布袋戲的偶頭特色。李天祿於1931年成立「亦宛然掌中劇團」，以掌中戲偶宛然若真之意取名，為台灣現存極少數具有歷史且能以現場音樂演出的傳統劇團。此次將於7月15日（週六）晚間7時30分在新莊文化藝術中心廣場為大小朋友特別演出「西遊記之金銀角」故事。喜愛布袋戲的朋友一定不要錯過。1060713
cna201707131205000,http://www.cna.com.tw/news/aloc/201707130139-1.aspx,彰化員林大排設太陽能板  免繳地價稅,2017/07/13 12:05,（中央社記者吳哲豪彰化縣13日電）響應綠能政策，彰化農田水利會有意在員林大排沿岸種電，擔心改變土地用途需繳地價稅，彰化縣府協助解決限制，免繳地價稅。彰化縣府指出，員林大排設太陽能板，仍維持原有水利地使用功能，不管出租給能源業者或自行設置售電，仍適用免徵的規定。彰化縣長魏明谷今天上午前往彰化農田水利會拜會，和水利會會長呂（火戶）山碰面，說明縣府已解決在大排種電徵收地價稅的問題，魏明谷說，員林大排是縣內重要的水道設施，縣府為鼓勵農田水利會利用包括員大排在內的56筆水利地種電，協助解決限制。魏明谷表示，員林大排可供種電的水利地為橋邊堤岸，總面積約11940平方公尺，1年約可發電131萬度，也可供電給鹿港地區夜間燈飾，促進觀光。呂（火戶）山則說，除了員林大排之外，水利會也已經成立專案小組，推動其他圳路沿線的水利地配合種電政策。彰化縣政府建設處說明，員林大排的水利地原本停徵地價稅，如果要架設太陽能板的話，可能要改變土地使用用途，也要繳交地價稅，不過他們協助解決法規問題，水利會依法申請設置綠能設施，且維持原有水利使用功能，不管是出租或自行設置售電，仍然可以比照原水利地的相關規定辦理。1060713
cna201707131204000,http://www.cna.com.tw/news/afe/201707130138-1.aspx,新台幣午盤強升1.75角 暫收30.315元,2017/07/13 12:04,（中央社台北13日電）新台幣強升，早盤一度升破30.3元，台北外匯市場新台幣兌美元今天中午暫收30.315元，強升1.75角，成交金額5.45億美元。新台幣兌美元今天開盤價為30.400元，早盤最高30.299元、最低30.429元。1060713
cna201707131204001,http://www.cna.com.tw/news/asoc/201707130137-1.aspx,不滿炸雞店油煙  婦人買汽油縱火,2017/07/13 12:04,（中央社記者蘇木春台中13日電）台中許姓婦人因不滿隔壁炸雞店油煙，今天凌晨購買汽油到場縱火，幸經民眾發現以滅火器撲滅，沒有進一步造成火勢傷亡，警方詢問後將許姓婦人依法送辦。台中市消防局今天0時28分，接獲民眾報案指出南屯區三和街一處炸雞店騎樓無故起火，消防局獲報前往搶救。幸26歲戴姓與27歲賴姓男子經過，連忙到大樓借滅火器撲滅火勢並報案。
cna201707131201000,http://www.cna.com.tw/news/aloc/201707130136-1.aspx,陳情app恐外洩個資 北市：未有資安風險,2017/07/13 12:01,（中央社記者劉建邦台北13日電）台北市政府以新台幣千萬元建構單一陳情系統手機app，被議員發現有個資外洩之虞。資訊局今天說，系統前端有資安風險但已修正，僅保留姓名、Mail等資訊，不會有外洩個資狀況。台北市議員謝維洲指出，台北市政府動支第二預備金1025萬元建構「Hello Taipei單一陳情系統」，除有網頁版外， 更開發安卓（Android）及iOS手機app版供民眾下載。謝維洲說，這2種系統app自去年11月陸續上線至今年6月底止，有8770次下載，網頁版也有5萬2575人完成投訴立案，但經實測發現，登錄時須透過手機取得註冊認證，相關個資並未加密，單一陳情系統恐讓民眾個資外洩。北市府資訊局系統發展組股長陳崴逸說，單一陳情系統有資安風險的僅有Android 版，約3700個使用者，2日發現前端傳輸資料未加密，緊急要求廠商調整程式並申請其他憑證，10日完成修改後上架。是否造成個資外洩，他表示，後端使用安全加密，民眾不用擔心個資外洩，因需要在特定環境和有特定技術及條件，才能擷取使用者個資，且門檻很高，民眾登入陳情系統時，僅留下姓名、mail和陳情內容，沒有身分證字號等個資。資訊局說，中央對app的資安檢測未有任何規範，也未通報地方政府，北市已規劃app上架檢測SOP，之後會引進實驗室，只要app上架前會進行資安檢測。1060713
cna201707131155000,http://www.cna.com.tw/news/aipl/201707130135-1.aspx,巴林辦事處更名 外交部：名稱外都不變,2017/07/13 11:55,（中央社記者翟思嘉台北13日電）巴林辦事處日前更名，外交部今天表示，除了名稱之外，其餘不變，駐處仍會協助拓展當地市場，提昇經貿關係。至於也有更名風險的約旦辦事處，目前沒有改變。巴林王國的台灣駐巴林商務代表團（Trade Mission of Taiwan to the Kingdom of Bahrain）在近日更改為駐巴林台北貿易辦事處（Trade Office of Taipei to the Kingdom of Bahrain），外交部昨天表示，對巴林屈從中國大陸壓力，強迫中華民國駐處更名，表示不滿與深切遺憾。外交部發言人王珮玲今天在例行新聞說明會上表示，巴林駐處雖改名，但「名稱以外，其他都沒改變」。中華民國駐約旦商務辦事處（Commercial Office of the Republic of China（Taiwan））也曾被列進可能遭大陸施壓要求改名的名單內。王珮玲說，目前約旦駐處名稱並沒有改變。王珮玲表示，中華民國與阿拉伯地區國家確實有不錯關係，但每個國家遇到壓力與挑戰，都會有自己的考量及利益需要。駐處確實有感受到當地國家難處，但中華民國每一個駐處，都會全力爭取國家利益，克服挑戰。1060713
cna201707131154000,http://www.cna.com.tw/news/aipl/201707130133-1.aspx,國防部老舊眷村改建案  監委要查,2017/07/13 11:54,（中央社記者謝佳珍台北13日電）監察院今天表示，全國反迫遷聯盟及台北市9號基地等眷戶代表多人，指國防部辦理國軍老舊眷村改建涉有不公，因雙方歧見未解，相關法規未明，監察委員高鳳仙申請自動調查。監察院上午表示，全國反迫遷聯盟及台北市9號基地等眷戶代表多人，向高鳳仙陳情，指稱國防部辦理國軍老舊眷村（松山機場國宅等13處）改建，對於合法自建眷戶註銷眷舍居住憑證，請求拆屋還地及給付不當得利，涉有不公。監察院指出，高鳳仙曾於監察院召開會議，請陳情人與國防部等相關單位出席，並獲致國防部在釐清相關法規問題前應暫緩訴訟及執行的初步結論。不過，之後因雙方歧見未解，相關法規未明，高鳳仙已申請自動調查。高鳳仙表示，調查重點包括：國防部對於眷村的眷戶註銷眷舍居住憑證、請求拆屋還地及給付不當得利，引起抗爭，是否有不公平或不適當？國防部對於不同意改建戶既應給予相關搬遷補助費，卻再收取使用補償金（不當得利），是否違背司法院釋字第727號解釋及眷改條例第22-1條規定等。1060713
cna201707131154001,http://www.cna.com.tw/news/ahel/201707130132-1.aspx,抑制脂肪生成  國衛院新藥最快7年上市,2017/07/13 11:54,（中央社記者張茗喧台北13日電）肥胖、糖尿病患福音，國衛院研發新藥，可抑制體內脂肪生成，4週就能讓肥胖老鼠減重20至40%，同時可保護胰臟細胞，可望發展成減重、第2型糖尿病用藥，最快7到9年可上市。國家衛生研究院、中央研究院今天舉辦聯合技術發表會，以小分子藥物、個人化醫療檢測技術、蛋白質藥物為主題，發表17項研究結果。國衛院生技與藥物研究所副研究員洪明秀今天表示，每個人體內都有一種名為「第一型大麻素受體」（CB1）的物質，一般多存在於腦中負責控制食慾，部分也會存在與新陳代謝有關的周邊組織，例如肝臟、肌肉細胞及脂肪細胞，負責生成脂肪。研究團隊發現，相較一般體型老鼠，有肥胖問題老鼠的周邊組織裡分布較多CB1，生成的脂肪也隨之增加，不僅容易變得更肥胖，也可能增加非酒精性脂肪肝風險。洪明秀說，過去雖有藥廠推出過抑制CB1的藥物，卻因藥物會同時抑制到腦部及周邊組織的CB1，引發精神症狀等副作用，因此團隊花了7年研發出特殊新藥，用藥後只針對周邊組織的CB1發揮抑制效果，簡言之就是降低肝臟、肌肉的脂肪生成，達到治療效果。洪明秀指出，根據動物實驗，有肥胖問題的大鼠吃了劑量不等的新藥後，4週內體重降低了20至40%，未來可望用於治療肥胖、非酒精性脂肪肝患者。此外，研究也發現，長期用藥不只可減肥，還能使身體對於葡萄糖敏感度增加、改善胰島素阻抗性，有助保護胰臟細胞，未來也可望提供第2型糖尿病患用藥新選擇，該新藥最快7到9年後就能上市。1060713
cna201707131153000,http://www.cna.com.tw/news/firstnews/201707130131-1.aspx,朱諾號飛越木星大紅斑 NASA公布新影像,2017/07/13 11:53,（中央社邁阿密12日綜合外電報導）美國國家航空暨太空總署（NASA）今天公布無人太空船朱諾號本週稍早飛越木星巨大氣旋「大紅斑」期間，所捕捉到一系列令人驚豔的影像。法新社報導，NASA太空船朱諾號（Juno）10日晚間飛越木星「大紅斑」（Great Red Spot），堪稱人類史上以最近距離觀測這顆太陽系最大行星上的著名特徵。延伸閱讀》超大氣旋與阿摩尼亞河 木星新樣貌曝光 延伸閱讀》外星人會入侵地球嗎？科學家有不同見解 德州聖安東尼奧（San Antonio）西南研究院（Southwest Research Institute）朱諾號主要研究人員波頓（Scott Bolton）說：「數百年來，科學家一直在對木星大紅斑觀測、猜想及推理。」「現在我們擁有史上最棒的影像。」欲欣賞這些影像可到以下網址。NASA朱諾任務官方推特（Twitter）上也寫說：「我看見斑塊！快看這些公民科學家處理朱諾相機（JunoCam）拍的驚人影像。」推文中還附上連結。I’m seeing spots! Check out #Jupiter’s #GreatRedSpot in these stunning citizen scientist-processed #JunoCam images https://t.co/FWLvPvIG9h pic.twitter.com/ej2bI9NlDK— NASA's Juno Mission (@NASAJuno) 2017年7月12日網友紛紛留言讚嘆「超美」、「令人驚豔」、「最壯觀的藝術」，還有人開玩笑說：「請問Uber能載我到這裡嗎？」科學家一直希望進一步了解「大紅斑」背後的推力成因，波頓表示，需要花一點時間分析朱諾號8項儀器從大紅斑上方約9000公里處飛過時所捕捉到的資料。根據今年4月3日的測量資料，「大紅斑」寬約1萬6350公里，是地球的1.3倍。（譯者：中央社盧映孜）1060713
cna201707131153001,http://www.cna.com.tw/news/aopl/201707130130-1.aspx,台助印尼警破最大安毒走私 擊斃1台嫌,2017/07/13 11:53,（中央社記者周永捷雅加達13日專電）台灣警方協助印尼警方破獲印尼史上最大的安非他命走私案，查獲來自中國大陸的1公噸安非他命，共有4名台嫌涉案。印尼警方擊斃為首的林姓台嫌，另有1名台嫌在逃。印尼警察總部公關主任里旺托（Rikwanto）表示，在台灣警方協助追蹤下，雅加達警方及德博（Depok）警方聯手，今天在萬丹省安亞海灘（Anyer Beach）破獲這起來自中國的毒品走私案，查獲1公噸的安非他命，嫌犯將毒品偽裝成來自大陸昆明的51包豬飼料。印尼警方表示，共有4名台灣人涉案，分別是Lin Ming Hui、Chen Wei Cyuan、Liao Guan Yu及Hsu YungLi。里旺托表示，Lin Ming Hui是這個毒品走私集團的首腦，警方在逮捕過程中，Lin Ming Hui開車衝撞拒捕，中彈送醫不治身亡。另一名毒販則是腿部中彈，送醫救治後無生命危險。Hsu Yung Li仍在逃。印尼警方表示，繼台灣警方日前協助印尼警方破獲1.7噸大麻走私案，這次是台灣警方協助印尼破獲印尼史上最大宗的安非他命走私案，警方共查獲1公噸的安非他命。1060713
